LobbyingEntity,DateRange,Lobbyist,Client,House/Senate,BillNumber,BillActivity,AgentPosition,Amount,DirectBusinessAssosciation
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Zeiterion Theatre Inc,House Bill,2,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Zeiterion Theatre Inc,House Bill,4701,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Zeiterion Theatre Inc,Senate Bill,2915,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Zeiterion Theatre Inc,Senate Bill,2926,An Act financing the general governmental infrastructure of the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Zeiterion Theatre Inc,House Bill,4807,An Act financing the general governmental infrastructure of the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Zeiterion Theatre Inc,House Bill,4864,"An Act investing in future opportunities for resiliency, workforce, and revitalized downtowns",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Zeiterion Theatre Inc,House Bill,4700,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Zeiterion Theatre Inc,House Bill,4759,An Act financing the general governmental infrastructure of the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Zeiterion Theatre Inc,House Bill,4790,An Act financing the general governmental infrastructure of the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",House Bill,1097,An Act ensuring pharmacy access,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",House Bill,1945,An Act relative to worker’s compensation insurance,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",House Bill,1973,An Act relative to workers compensation insurance,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",House Bill,1975,An Act providing benefits for permanent functional loss and disfigurement under the Worker's Compensation Act,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",House Bill,1990,An Act relative to workers' compensation disfigurement benefits concerning scarring,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",House Bill,1991,An Act relative to fairness in worker’s compensation disfigurement benefits,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",House Bill,1992,An Act to modify weekly workers' compensation disability benefits,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",House Bill,2035,An Act relative to ensuring fairness in public employee workers' compensation benefits,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",House Bill,2269,An Act to ensure safe medication administration,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",Senate Bill,1180,An Act relative to fairness in workers' compensation disfigurement benefits,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",Senate Bill,1187,An Act to protect injured workers during and after the COVID-19 pandemic,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",Senate Bill,1294,An Act strengthening prescription drug safety and drug stewardship,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",Senate Bill,1480,An Act to prevent undue influence on prescriber behavior,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",Senate Bill,1481,An Act to restore integrity in the marketing of pharmaceutical products and medical devices,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Injured Workers Pharmacy, LLC",Senate Bill,1907,An Act relative to excessive executive compensation,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,149,An Act to create an open-container law for marijuana,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,151,An Act relative to host community agreements,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,152,An Act relative to preventing the health harms of marijuana products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,153,An Act relative to the prevention of health harms of marijuana products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,154,An Act relative to THC potency limits for types of marijuana,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,155,An Act relative to the labeling of marijuana,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,156,An Act relative to the improvement of the data collection of adult and youth consumption of marijuana,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,158,An Act to promote social equity and economic empowerment in the cannabis industry,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,163,"An Act relative to establishing a minimum age of entry for cannabis-related events, conferences, forums and exhibitions",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,169,An Act relative to cannabis host agreements,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,174,An Act relative to host community agreements,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,175,An Act relative to employment discrimination protections for legal cannabis,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,177,An Act establishing the Massachusetts cannabis social equity trust fund,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,181,An Act ensuring transparency in host community agreements,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,1904,An Act ensuring equitable access to cannabis related expungement,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,2056,An Act prohibiting employment discrimination based on the legal use of cannabis,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",House Bill,3710,An Act to facilitate the unionization of the cannabis workforce,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",Senate Bill,63,An Act to promote social equity and economic empowerment in the cannabis industry,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",Senate Bill,67,An Act relative to host community agreements,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",Senate Bill,68,An Act encouraging transparency in host community agreements,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",Senate Bill,74,An Act relative to marijuana potency,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",Senate Bill,75,"An Act relative to establishing a minimum age of entry for cannabis-related events, conferences, forums and exhibitions",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",Senate Bill,77,An Act to support partnerships between the cannabis industry and municipalities,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",Senate Bill,1048,An Act ensuring equitable access to cannabis related expungement,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",Senate Bill,1583,An Act preserving second amendment rights for medical marijuana patients,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"Temescal Wellness of MA Holdings, LLC",Senate Bill,1909,An Act relative to a social equity training and technical assistance fund,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",House Bill,2,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",House Bill,146,An Act relative to hemp and hemp products in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",House Bill,149,An Act to create an open-container law for marijuana,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",House Bill,152,An Act relative to preventing the health harms of marijuana products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",House Bill,153,An Act relative to the prevention of health harms of marijuana products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",House Bill,154,An Act relative to THC potency limits for types of marijuana,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",House Bill,155,An Act relative to the labeling of marijuana,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",House Bill,156,An Act relative to the improvement of the data collection of adult and youth consumption of marijuana,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",House Bill,163,"An Act relative to establishing a minimum age of entry for cannabis-related events, conferences, forums and exhibitions",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",House Bill,165,An Act to enhance enforcement against unlicensed marijuana operators,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",House Bill,1553,An Act regulating the sale and purchase of butane and propane,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",House Bill,4701,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",House Bill,4700,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",Senate Bill,74,An Act relative to marijuana potency,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",Senate Bill,75,"An Act relative to establishing a minimum age of entry for cannabis-related events, conferences, forums and exhibitions",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",Senate Bill,76,An Act to enhance enforcement against unlicensed marijuana operators,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",Senate Bill,4,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"PAX Labs, Inc.",Senate Bill,2915,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"New England Gas Workers Alliance, Inc",House Bill,2,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,"New England Gas Workers Alliance, Inc",House Bill,1948,An Act relative to contractor accountability,Neutral,$0.00,N/A
